 (8.489296944102304732e-01+0.000000000000000000e+00j), (8.384536323098273902e-01-1.297397351143938504e-01j), (8.073639114544016726e-01-2.559456992936824382e-01j), (7.565976622813969099e-01-3.752051539319093965e-01j), (6.876782697305900971e-01-4.843358652956022414e-01j), (6.026601641941153886e-01-5.804898243435373528e-01j), (5.040548773268453964e-01-6.612438317733353443e-01j), (3.947414957794102564e-01-7.246735275983851032e-01j), (2.778652688292446715e-01-7.694081971563329070e-01j), (1.567285664342462081e-01-7.946645488075915198e-01j), (3.467862396199991593e-02-8.002585881245574129e-01j), (-8.500345872587893037e-02-7.865956619343635881e-01j), (-1.992081693621840510e-01-7.546396661204785028e-01j), (-3.050935555884203287e-01-7.058632593374639663e-01j), (-4.001683165486635829e-01-6.421816616393528632e-01j), (-4.823592775787329257e-01-5.658732105324983941e-01j), (-5.500612738065148166e-01-4.794902738939114673e-01j), (-6.021682867086111113e-01-3.857643659256492774e-01j), (-6.380855100613685993e-01-2.875093751740104286e-01j), (-6.577228275333221186e-01-1.875266986310814565e-01j), (-6.614709261380892213e-01-8.851579789916536045e-02j), (-6.501619159952322091e-01+7.006725283155231139e-03j), (-6.250168522028851648e-01+9.677696793004951503e-02j), (-5.875829417075644212e-01+1.788405241442800608e-01j), (-5.396634576249011994e-01+2.515949451992143815e-01j), (-4.832434743808184940e-01+3.138172328128542854e-01j), (-4.204144857397178470e-01+3.646763858229148947e-01j), (-3.533007873504454555e-01+4.037316200534161736e-01j), (-2.839902143820773328e-01+4.309174074952035749e-01j), (-2.144714456387051549e-01+4.465169155609285401e-01j), (-1.465796431855913851e-01+4.511257577949993602e-01j), (-8.195171685151041163e-02+4.456081879226038711e-01j), (-2.199201132365902200e-02+4.310479793833450479e-01j), (3.215126655882644818e-02+4.086962377963877513e-01j), (7.959901061988214344e-02+3.799183040258540256e-01j), (1.197440972768520073e-01+3.461417341543166493e-01j), (1.522450522030736053e-01+3.088071057639295014e-01j), (1.770116333409587073e-01+2.693231149425249771e-01j), (1.941836530661403826e-01+2.290271132325908676e-01j), (2.041044784889590180e-01+1.891519056094572715e-01j), (2.072906934607473273e-01+1.507993054143862699e-01j), (2.043993851911455883e-01+1.149206338622655865e-01j), (1.961944411269012367e-01+8.230407170719469812e-02j), (1.835131181060157546e-01+5.356852756803167498e-02j), (1.672339868545606179e-01+2.916348716564107907e-02j), (1.482471719045041492e-01+9.374153447831498967e-03j), (1.274276108635954696e-01-5.668920099483926341e-03j), (1.056118576830751971e-01-1.597656331783757142e-02j), (8.357876093582013166e-02-2.168497183062810876e-02j), (6.203416744572834429e-02-2.303780373728206085e-02j), (4.159963959037217551e-02-2.036720939299716329e-02j), (2.280503527294247199e-02-1.407454158526027545e-02j), (6.084685370160447700e-03-4.611403633825373292e-03j), (-8.223184614859744418e-03+7.538408779174349088e-03j), (-1.987420424402538618e-02+2.187562401921803318e-02j), (-2.871323259088610219e-02+3.790052971601800408e-02j), (-3.466782651794934889e-02+5.512609231248708636e-02j), (-3.774026814631498833e-02+7.308902419646368109e-02j), (-3.799859697887948695e-02+9.135874944023301969e-02j), (-3.556705941080493677e-02+1.095442951391980974e-01j), (-3.061634615511890645e-02+1.272991984356865447e-01j), (-2.335393962055946557e-02+1.443245691783028306e-01j), (-1.401484142987108328e-02+1.603704850380848757e-01j), (-2.852897644011916783e-03+1.752359204929561376e-01j), (9.867111939926422742e-03+1.887674244674279189e-01j), (2.387650201977378067e-02+2.008567648738619760e-01j), (3.890875247152755095e-02+2.114377532606712962e-01j), (5.470458398950496515e-02+2.204824506559012742e-01j), (7.101603220044304388e-02+2.279969378294451343e-01j), (8.760953753030553681e-02+2.340168107073860859e-01j), (1.042680839210681082e-01+2.386025353533693660e-01j), (1.207924264257288910e-01+2.418347670869421817e-01j), (1.370014441760307733e-01+2.438097044925147117e-01j), (1.527316383680021317e-01+2.446345096611888259e-01j), (1.678357594858596868e-01+2.444227774181238211e-01j), (1.821804842130113899e-01+2.432899715042353694e-01j), (1.956429520164374714e-01+2.413486513767297281e-01j), (2.081057791975144677e-01+2.387031640319009218e-01j), (2.194498256679012771e-01+2.354432214025657943e-01j), (2.295433582738277134e-01+2.316353255082145568e-01j), (2.382250441014893694e-01+2.273101318516393965e-01j), (2.452757860957924529e-01+2.224421023039720724e-01j), (2.503693471117449665e-01+2.169141610560937350e-01j), (2.529806088613386628e-01+2.104520966663092907e-01j), (2.522049516409803349e-01+2.024952390386710877e-01j), (2.463829512119208864e-01+1.919273529895301200e-01j), (2.322927876835629013e-01+1.764970124744475455e-01j), (2.034884113427387620e-01+1.516242927642688088e-01j), (1.482782747742799057e-01+1.089492062159290592e-01j), (5.977380490107433997e-02+4.355068361396111781e-02j)
 (8.489296944102304732e-01+0.000000000000000000e+00j), (8.384567479543386659e-01-1.297201433069887222e-01j), (8.073761943868028590e-01-2.559080499979395351e-01j), (7.566246364102949817e-01-3.751524339621888915e-01j), (6.877246103262609767e-01-4.842723559047323323e-01j), (6.027294213097541542e-01-5.804208747675020375e-01j), (5.041492578065314145e-01-6.611755763952066323e-01j), (3.948617149138175519e-01-7.246125616601855057e-01j), (2.780104789415551170e-01-7.693612280114695556e-01j), (1.568963655481681041e-01-7.946380408163370435e-01j), (3.486514346198040654e-02-8.002584194022689390e-01j), (-8.480339264226126328e-02-7.866268102791006411e-01j), (-1.990008093882801310e-01-7.547059396442287182e-01j), (-3.048859543020775442e-01-7.059670847269567950e-01j), (-3.999680092848891255e-01-6.423239397456066424e-01j), (-4.821739433838437283e-01-5.660532453317367318e-01j), (-5.498983913827715231e-01-4.797057769936812766e-01j), (-6.020348020514662002e-01-3.860115349305783261e-01j), (-6.379875314171442602e-01-2.877830405879039932e-01j), (-6.576653614576084550e-01-1.878205307463090556e-01j), (-6.614576659487352295e-01-8.882256246832853641e-02j), (-6.501950909527730582e-01+6.694875766956299989e-03j), (-6.250971424983953195e-01+9.646818172721026430e-02j), (-5.877094609823921845e-01+1.785429313442339072e-01j), (-5.398338014725357903e-01+2.513163468448771920e-01j), (-4.834538302564407863e-01+3.135648114989419977e-01j), (-4.206597970713543688e-01+3.644564495453067599e-01j), (-3.535749625192396994e-01+4.035493889574867654e-01j), (-2.842863696946708596e-01+4.307768507021096926e-01j), (-2.147821704913253360e-01+4.464206425921911081e-01j), (-1.468972753198334313e-01+4.510749664161924355e-01j), (-8.226861589483344672e-02+4.456026676259990382e-01j), (-2.230081963301203812e-02+4.310861673496143576e-01j), (3.185738545747643369e-02+4.087753221176453899e-01j), (7.932616407987561069e-02+3.800343673112564491e-01j), (1.194974922871955003e-01+3.462899294226254310e-01j), (1.520288650807418152e-01+3.089818557747213146e-01j), (1.768289225734258896e-01+2.695183258233768697e-01j), (1.940363155813167872e-01+2.292363933947979271e-01j), (2.039932478532004156e-01+1.893687814621564380e-01j), (2.072151769569505753e-01+1.510174262245344290e-01j), (2.043581354569264652e-01+1.151339591945881036e-01j), (1.961850570671233585e-01+8.250703613824102167e-02j), (1.835323691460046813e-01+5.375617872616088311e-02j), (1.672779542647062911e-01+2.933159453227573987e-02j), (1.483114008839853393e-01+9.519286700083940539e-03j), (1.275072672891622849e-01-5.549343173750853099e-03j), (1.057018838683898287e-01-1.588425818813769819e-02j), (8.367402536241738686e-02-2.162079578703971633e-02j), (6.212960417059129603e-02-2.300178880636514697e-02j), (4.169037385993098338e-02-2.035861620809042288e-02j), (2.288649273424808381e-02-1.409193045345716842e-02j), (6.152683126583160557e-03-4.652718869010398495e-03j), (-8.172366038430004323e-03+7.475745191469125063e-03j), (-1.984376821096519097e-02+2.179461321598067519e-02j), (-2.870583245982486278e-02+3.780449473595113435e-02j), (-3.468554950939160136e-02+5.501857802708531170e-02j), (-3.778463548181074105e-02+7.297370113362733335e-02j), (-3.807057846825735031e-02+9.123932377385383929e-02j), (-3.566710043452119006e-02+1.094244266337369847e-01j), (-3.074440486199094338e-02+1.271824276540660104e-01j), (-2.350953212560333988e-02+1.442142548018560955e-01j), (-1.419709284010441282e-02+1.602697517227333890e-01j), (-3.060596848011385568e-03+1.751476173062287145e-01j), (9.635455624538174016e-03+1.886940936230779853e-01j), (2.362260205213486189e-02+2.008006202078727875e-01j), (3.863448964058601581e-02+2.114006676747765823e-01j), (5.441195358089553902e-02+2.204659515901597755e-01j), (7.070709481777130712e-02+2.280022097094642208e-01j), (8.728637439708523960e-02+2.340447032381202663e-01j), (1.039327572964501428e-01+2.386535764918858993e-01j), (1.204469456045425824e-01+2.419091795109890308e-01j), (1.366477374217014706e-01+2.439074243775290474e-01j), (1.523715310583722282e-01+2.447552065690809797e-01j), (1.674709587555578416e-01+2.445658740638100848e-01j), (1.818125704819639754e-01+2.434546620660039129e-01j), (1.952733780549175957e-01+2.415339167981747359e-01j), (2.077358778888118984e-01+2.389077823299022296e-01j), (2.190808285690002410e-01+2.356657701715697550e-01j), (2.291764287896704277e-01+2.318741722594711285e-01j), (2.378613322795840590e-01+2.275634048745100169e-01j), (2.449165181831421123e-01+2.227076289803779641e-01j), (2.500159753064723489e-01+2.171893489315834258e-01j), (2.526350724651498236e-01+2.107337080879313485e-01j), (2.518701574001011578e-01+2.027789562804478141e-01j), (2.460637092432555739e-01+1.922069081735725549e-01j), (2.319977281146244075e-01+1.767623812106807468e-01j), (2.032339194839974383e-01+1.518579613613356416e-01j), (1.480948814837665661e-01+1.091200958273110116e-01j), (5.970036817153993175e-02+4.361972114374858961e-02j)
 (8.489296944102304732e-01+0.000000000000000000e+00j), (8.384660911176129439e-01-1.296613733925505163e-01j), (8.074130286224661113e-01-2.557951099543860907e-01j), (7.567055279391609046e-01-3.749942781875098552e-01j), (6.878635818449249095e-01-4.840818198132715855e-01j), (6.029371229360627193e-01-5.802139962309094123e-01j), (5.044323135351028720e-01-6.609707482132247680e-01j), (3.952222777258402320e-01-7.244295597735840309e-01j), (2.784460163985131853e-01-7.692201663535814804e-01j), (1.573996853297426057e-01-7.945583070272301818e-01j), (3.542465560491166177e-02-8.002576459554443522e-01j), (-8.420319235790943435e-02-7.867199329312007938e-01j), (-1.983786616882026732e-01-7.549043897255428570e-01j), (-3.042630006260579334e-01-7.062781540142338832e-01j), (-3.993668416410240951e-01-6.427503469989717111e-01j), (-4.816175883725499207e-01-5.665929226297241605e-01j), (-5.494092790387908876e-01-4.803518824151261635e-01j), (-6.016337695411803077e-01-3.867526865730010477e-01j), (-6.376929084197916486e-01-2.886037560145929270e-01j), (-6.574921785339650215e-01-1.887018462885518277e-01j), (-6.614170197612428970e-01-8.974279884792704665e-02j), (-6.502936913384983475e-01+5.759240934453468269e-03j), (-6.253370566574214529e-01+9.554157761946482919e-02j), (-5.880880599956374022e-01+1.776497381619985827e-01j), (-5.403439045553846132e-01+2.504799639302704994e-01j), (-4.840840330917108303e-01+3.128067895760407446e-01j), (-4.213949626770938650e-01+3.637957223910883719e-01j), (-3.543968467300230296e-01+4.030016334417265145e-01j), (-2.851743486993308929e-01+4.303539967459434346e-01j), (-2.157140350936403439e-01+4.461305466355524052e-01j), (-1.478500556800605714e-01+4.509212538999264330e-01j), (-8.321940137655534087e-02+4.455847422025789317e-01j), (-2.322754084158646856e-02+4.311993774047560013e-01j), (3.097524155085177103e-02+4.090112690154589781e-01j), (7.850693017929127882e-02+3.803813347925926180e-01j), (1.187568066528694871e-01+3.467334099324404506e-01j), (1.513792799600862937e-01+3.095051472299080175e-01j), (1.762796418626081940e-01+2.701031714406042505e-01j), (1.935930625942988981e-01+2.298636375930631637e-01j), (2.036582587509377651e-01+1.900190163950919997e-01j), (2.069873107458988781e-01+1.516716059982189113e-01j), (2.042330876495574987e-01+1.157739620748874793e-01j), (1.961556611972755104e-01+8.311615882092195096e-02j), (1.835889683831033736e-01+5.431955080649868151e-02j), (1.674088243575785340e-01+2.983650545359559786e-02j), (1.485032055283043162e-01+9.955421488958842921e-03j), (1.277455276588751465e-01-5.189759328995737289e-03j), (1.059714453615614171e-01-1.560640312103453269e-02j), (8.395950645033387061e-02-2.142727507300747417e-02j), (6.241581446296120411e-02-2.289273352932509956e-02j), (4.196269096666799953e-02-2.033184361285603550e-02j), (2.313119008133351917e-02-1.414315624097364950e-02j), (6.357203448808964458e-03-4.775809367947952272e-03j), (-8.019194355444845754e-03+7.288492759473785658e-03j), (-1.975157251748673251e-02+2.155217373548158968e-02j), (-2.868259354940397646e-02+3.751681203021175331e-02j), (-3.473755255932008817e-02+5.469626502065776108e-02j), (-3.791646978924412964e-02+7.262775156778170094e-02j), (-3.828518053046416764e-02+9.088084230008253162e-02j), (-3.596583423383290651e-02+1.090643826607381461e-01j), (-3.112717283274597790e-02+1.268314368841598205e-01j), (-2.397491017063237487e-02+1.438823910160654806e-01j), (-1.474248289049726046e-02+1.599663901012012557e-01j), (-3.682390780593320680e-03+1.748813094326769901e-01j), (8.941706425426463808e-03+1.884724733383854045e-01j), (2.286201662083876471e-02+2.006303386585519266e-01j), (3.781269132717963305e-02+2.112873552483139905e-01j), (5.353491172188496600e-02+2.204142039342782688e-01j), (6.978097730692507661e-02+2.280155946832536917e-01j), (8.631741364122333393e-02+2.341257854206401923e-01j), (1.029271314627007161e-01+2.388039557538509106e-01j), (1.194106765784881397e-01+2.421295401072830200e-01j), (1.355866065305003088e-01+2.441975910047261278e-01j), (1.512910134078474245e-01+2.451142038036494553e-01j), (1.663761770415590202e-01+2.449919854846166478e-01j), (1.807082694550168067e-01+2.439454850659598384e-01j), (1.941639216009696522e-01+2.420864084372443270e-01j), (2.066252722236848749e-01+2.395182902866320185e-01j), (2.179727778670671745e-01+2.363300403866510357e-01j), (2.280744347223522817e-01+2.325873202265640871e-01j), (2.367688585309534188e-01+2.283198287100234036e-01j), (2.438372594510324065e-01+2.235008251957279479e-01j), (2.489543072405548396e-01+2.180115570692274518e-01j), (2.515968364663236367e-01+2.115752371556161027e-01j), (2.508641042838385959e-01+2.036268848057896652e-01j), (2.451043123566945259e-01+1.930424831266082109e-01j), (2.311109443993431822e-01+1.775556177243829969e-01j), (2.024690180781394955e-01+1.525564830075494260e-01j), (1.475436524261285465e-01+1.096309698312722541e-01j), (5.947963258383072438e-02+4.382611388725358992e-02j)
 (8.489296944102304732e-01+0.000000000000000000e+00j), (8.384816504933395587e-01-1.295634418939869137e-01j), (8.074743704925591015e-01-2.556069027013841422e-01j), (7.568402443225032972e-01-3.747306990411936600e-01j), (6.880950335135241902e-01-4.837642333354374991e-01j), (6.032830599280960548e-01-5.798690994378132846e-01j), (5.049037873525598075e-01-6.606291612854939821e-01j), (3.958229003278895264e-01-7.241242099975040425e-01j), (2.791716023141410652e-01-7.689845498501254317e-01j), (1.582382926717456062e-01-7.944247183649307820e-01j), (3.635702066787525888e-02-8.002554662999662449e-01j), (-8.320285268374459642e-02-7.868740630178781004e-01j), (-1.973415241152501609e-01-7.552339050018872513e-01j), (-3.032242465694324207e-01-7.067952464001168167e-01j), (-3.983640777582891923e-01-6.434596016818522335e-01j), (-4.806891571392532536e-01-5.674909601382694957e-01j), (-5.485925435112658510e-01-4.814273769760817889e-01j), (-6.009634554722173005e-01-3.879867525544674622e-01j), (-6.371995815919904160e-01-2.899706761490818963e-01j), (-6.572009260255651242e-01-1.901700992978590798e-01j), (-6.613463915253876557e-01-9.127633084493957938e-02j), (-6.504549437738313955e-01+4.199566728536945244e-03j), (-6.257337236826200355e-01+9.399642436886170016e-02j), (-5.887158604525724037e-01+1.761597058120354109e-01j), (-5.411909784695879688e-01+2.490840385588982964e-01j), (-4.851314842514943271e-01+3.115408986208832998e-01j), (-4.226176718690158318e-01+3.626914545201767592e-01j), (-3.557645093482830201e-01+4.020851712811778222e-01j), (-2.866526827134994182e-01+4.296452984226449279e-01j), (-2.172661007110645304e-01+4.456427988818659758e-01j), (-1.494376264925072473e-01+4.506606060404769187e-01j), (-8.480432818335689737e-02+4.455503173936253281e-01j), (-2.477305339679067298e-02+4.313835456359005893e-01j), (2.950334332443925803e-02+4.094001561135613421e-01j), (7.713923592517926697e-02+3.809555333634335739e-01j), (1.175194374352136334e-01+3.474688520750883747e-01j), (1.502932335100823358e-01+3.103740950639032881e-01j), (1.753603524747727738e-01+2.710752799704744809e-01j), (1.928501772851463070e-01+2.309070450583321221e-01j), (2.030956224362672480e-01+1.911014197824893734e-01j), (2.066031454617458518e-01+1.527612835208130848e-01j), (2.040203444801468591e-01+1.168407097976123798e-01j), (1.961025187310163065e-01+8.413211485783969601e-02j), (1.836794482535434314e-01+5.525988725581040817e-02j), (1.676234927157664312e-01+3.067997511468243885e-02j), (1.488199290396808594e-01+1.068475309962176219e-02j), (1.281402536672368309e-01-4.587617362074146270e-03j), (1.064189780176590661e-01-1.514018496907238755e-02j), (8.443425363897548441e-02-2.110143546166818804e-02j), (6.289248404338033949e-02-2.270760741896854507e-02j), (4.241691893081523529e-02-2.028391076180717165e-02j), (2.354008751057674528e-02-1.422539201421357466e-02j), (6.699813409848118760e-03-4.978102264945942663e-03j), (-7.761534762858328211e-03+6.978876428763314960e-03j), (-1.959496600581945094e-02+2.115009690803647258e-02j), (-2.864041011905188450e-02+3.703876326535941732e-02j), (-3.482034554205227367e-02+5.415986000815990742e-02j), (-3.813197314315818626e-02+7.205125347571426919e-02j), (-3.863837837355761640e-02+9.028271235400960049e-02j), (-3.645909244849222797e-02+1.084628699406923469e-01j), (-3.176042192500880268e-02+1.262442139358006810e-01j), (-2.474586837478255988e-02+1.433262395843803438e-01j), (-1.564690870926127575e-02+1.594569391783750290e-01j), (-4.714354675253205375e-03+1.744328259171760431e-01j), (7.789540703576122022e-03+1.880977039630723768e-01j), (2.159810960674142521e-02+2.003404004787042447e-01j), (3.644635180061346624e-02+2.110916708879696790e-01j), (5.207603339645629215e-02+2.203204769608554936e-01j), (6.823979347587749711e-02+2.280298198942402044e-01j), (8.470427394156652967e-02+2.342522884510404024e-01j), (1.012523039586800400e-01+2.390454562086452017e-01j), (1.176841775561598413e-01+2.424872323393186813e-01j), (1.338180597881279410e-01+2.446712366326128096e-01j), (1.494895404865803912e-01+2.457022300147956861e-01j), (1.645503198614675089e-01+2.456915829818241415e-01j), (1.788659473553866897e-01+2.447526990211191245e-01j), (1.923124260948483322e-01+2.429962147358950830e-01j), (2.047713053435512298e-01+2.405246472046926876e-01j), (2.161225447000243438e-01+2.374259017643908509e-01j), (2.262338093564179309e-01+2.337645885297226500e-01j), (2.349436586801036952e-01+2.295692117657595344e-01j), (2.420336958791894089e-01+2.248115319110665089e-01j), (2.471797359141057193e-01+2.193707099048529952e-01j), (2.498610709875829228e-01+2.129667579277708389e-01j), (2.491818307256571385e-01+2.050293437239281147e-01j), (2.434997954431273870e-01+1.944247942355600833e-01j), (2.296276661256046181e-01+1.788681011955013389e-01j), (2.011894683914786097e-01+1.537123945883680509e-01j), (1.466214681149515531e-01+1.104764357493349253e-01j), (5.911033321641295801e-02+4.416769903731668917e-02j)
 (8.489296944102304732e-01+0.000000000000000000e+00j), (8.385034072525631155e-01-1.294263763480632823e-01j), (8.075601472683306969e-01-2.553434674939694116e-01j), (7.570286314111425163e-01-3.743617173449373947e-01j), (6.884187141503447238e-01-4.833195572306510646e-01j), (6.037668837674663447e-01-5.793860359931123361e-01j), (5.055632505643525842e-01-6.601505063782747706e-01j), (3.966631091950337251e-01-7.236959933464913730e-01j), (2.801867710598280325e-01-7.686536090716507008e-01j), (1.594117976420417193e-01-7.942362276071092131e-01j), (3.766200360891323873e-02-8.002505458168124308e-01j), (-8.180236800662103736e-02-7.870875899997645808e-01j), (-1.958890637170418447e-01-7.556926335652709437e-01j), (-3.017689503457517408e-01-7.075163267082054119e-01j), (-3.969584968680922588e-01-6.444495658700482021e-01j), (-4.793868969246132816e-01-5.687452174258126325e-01j), (-5.474458692171083607e-01-4.829302335584531591e-01j), (-6.000209767159309093e-01-3.897119451217737063e-01j), (-6.365041242099720442e-01-2.918823826320384729e-01j), (-6.567876872356438467e-01-1.922243680235797003e-01j), (-6.612414572134355240e-01-9.342285078521725405e-02j), (-6.506742262707698732e-01+2.015445695215123140e-03j), (-6.262823559046782895e-01+9.183152077701622895e-02j), (-5.895880590398369092e-01+1.740707881954096092e-01j), (-5.423703658482971202e-01+2.471256597826749224e-01j), (-4.865918385299348725e-01+3.097633763596119305e-01j), (-4.243240551524231630e-01+3.611390799906356586e-01j), (-3.576747102070197415e-01+4.007947136897718199e-01j), (-2.887188976982006383e-01+4.286448555543603822e-01j), (-2.194367732583156205e-01+4.449510258772129689e-01j), (-1.516593593316841182e-01+4.502863357077359074e-01j), (-8.702378723231619928e-02+4.454925673519445350e-01j), (-2.693878671171467953e-02+4.316318910329853265e-01j), (2.743923927251846334e-02+4.099354323113310050e-01j), (7.521965922341380950e-02+3.817508213606788381e-01j), (1.157810766840427774e-01+3.484906908730952546e-01j), (1.487656467260831394e-01+3.115838598248543700e-01j), (1.740653449603616620e-01+2.724306626361856498e-01j), (1.918014810372914714e-01+2.323635748969385961e-01j), (2.022988673046049457e-01+1.926139647900743934e-01j), (2.060561014601474394e-01+1.542854793007367997e-01j), (2.037134057477374416e-01+1.183342699833728889e-01j), (1.960193928405894181e-01+8.555598581369242006e-02j), (1.837980099621354113e-01+5.657921915961569570e-02j), (1.679167588124987343e-01+3.186489110187779028e-02j), (1.492571105381391150e-01+1.171090747663448665e-02j), (1.286878430008845942e-01-3.738692126023734040e-03j), (1.070418318543397140e-01-1.448093499814682820e-02j), (8.509663612337370342e-02-2.063833190025189668e-02j), (6.355904037560311526e-02-2.244136315169935336e-02j), (4.305355486718364516e-02-2.020984411683731177e-02j), (2.411473631849356605e-02-1.433391156826648027e-02j), (7.183077741186929925e-03-5.255285591149291141e-03j), (-7.395872937964923996e-03+6.550637328785947899e-03j), (-1.936956903747299313e-02+2.059140981951983890e-02j), (-2.857413889670897336e-02+3.637253417706278608e-02j), (-3.492813738084555447e-02+5.341059784233229135e-02j), (-3.842483326105076979e-02+7.124440032557113889e-02j), (-3.912347249434323243e-02+8.944401520970937658e-02j), (-3.713992643162728619e-02+1.076178065417278534e-01j), (-3.263709339536367826e-02+1.254174820603887464e-01j), (-2.581537503312331810e-02+1.425413158970001981e-01j), (-1.690349826167803632e-02+1.587357108020912844e-01j), (-6.149902031641086946e-03+1.737952952493570513e-01j), (6.185142244545640058e-03+1.875617649586303615e-01j), (1.983655514425420111e-02+1.999216827083204751e-01j), (3.454054006058040333e-02+2.108034461437300056e-01j), (5.003969931033531993e-02+2.201736220142514744e-01j), (6.608716545871265446e-02+2.280328281820091230e-01j), (8.244976173703184863e-02+2.344113229297353218e-01j), (9.891022158145459930e-02+2.393644353233162214e-01j), (1.152685047343186414e-01+2.429679409258763967e-01j), (1.313422444623307817e-01+2.453134535305336039e-01j), (1.469663444497925353e-01+2.465038640935683090e-01j), (1.619917096554387426e-01+2.466488090232855090e-01j), (1.762830332930176991e-01+2.458600842135091613e-01j), (1.897154541229700286e-01+2.442468250404785102e-01j), (2.021697100726736751e-01+2.419101198899117344e-01j), (2.135250785722565825e-01+2.389364647587005064e-01j), (2.236487750602227653e-01+2.353889966153528412e-01j), (2.323792945092524875e-01+2.312945494107140343e-01j), (2.394988071699280519e-01+2.266227930861744733e-01j), (2.446847527201332362e-01+2.212499855305434249e-01j), (2.474198946633254514e-01+2.148916936929279875e-01j), (2.468152327710076976e-01+2.069701615934020633e-01j), (2.412420427248699595e-01+1.963383304077211955e-01j), (2.275400912962985689e-01+1.806854253937389410e-01j), (1.993883350430724066e-01+1.553132227831118539e-01j), (1.453232229777118578e-01+1.116474800735186290e-01j), (5.859039945333460730e-02+4.464086125109770209e-02j)
